Quarter,Date,sigma,sigma_pct,call_atm,put_atm,collar_net,collar_pct_spot,margin_99,margin_99x,margin_95,margin_95x,oracle_max_err_95pct_VR,jb_pvalue,returns_n,vol_method,year
2020-Q1,2020-01-01,1.830910346042219,183.1%,0.018630964073819253,0.018303862331547474,-0.002132166425919669,-0.040612693827041316,0.5859187729928574,11.160357580816333,0.2779087039591937,5.2934991230322614,0.21001982034424002,0.06776473071745967,261,raw,2020
2020-Q2,2020-04-01,1.862463973430295,186.2%,0.018927063601259047,0.01859996185898727,-0.0021624177499006483,-0.04118890952191711,0.6108066168374885,11.634411749285496,0.28731505217312164,5.472667660440412,0.2136392696359969,0.09536363379574757,261,raw,2020
2020-Q3,2020-07-01,1.8060982680260604,180.6%,0.018397374486565136,0.01807027274429336,-0.002108286727121555,-0.04015784242136295,0.5669808395774495,10.799635039570466,0.2706821292010092,5.155850080019223,0.20717367980077472,0.03883636128570939,261,raw,2020
2020-Q4,2020-10-01,1.8845832750884204,188.5%,0.019133985096656203,0.018806883354384428,-0.0021835461573471923,-0.04159135537804176,0.628806718067283,11.9772708203292,0.2940564855992063,5.601075916175358,0.2161765275472985,0.4551027017343784,261,raw,2020
2021-Q1,2021-01-01,1.8275108470775292,182.8%,0.018598998986552255,0.01827189724428048,-0.002128899440441371,-0.04055046553221659,0.5832916137103813,11.11031645162631,0.2769098250968365,5.2744728589873615,0.20962987106935177,0.43450830343559466,261,raw,2021
2021-Q2,2021-04-01,1.8651948029828032,186.5%,0.018952638906707606,0.01862553716443583,-0.0021650297248958783,-0.04123866142658816,0.6130038769331975,11.676264322537095,0.28814070243347756,5.48839433206624,0.21395251726892894,0.6022519477895296,261,raw,2021
2021-Q3,2021-07-01,1.9534895119188973,195.3%,0.019775116230427606,0.019448014488155835,-0.002248952172402289,-0.042837184236234074,0.6879484424707799,13.103779856586284,0.31586362634556275,6.016450025629767,0.22408061499265977,0.5112544958247327,261,raw,2021
2021-Q4,2021-10-01,1.9297879251271766,193.0%,0.019555185786085765,0.019228084043813987,-0.0022265253165383407,-0.04241000602930173,0.6670677075413656,12.706051572216488,0.30822237805037495,5.8709024390547615,0.22136185652880008,0.816107367385052,261,raw,2021
2022-Q1,2022-01-01,1.92248234926922,192.2%,0.019487269098527646,0.01916016735625587,-0.0022195976726264235,-0.042278050907169976,0.6607469920555025,12.58565699153338,0.3058970712660115,5.826610881257363,0.2205238495054,0.8999343340266022,260,raw,2022
2022-Q2,2022-04-01,1.8839004860041266,188.4%,0.019127605772296663,0.018800504030024888,-0.0021828949182674667,-0.04157895082414222,0.6282441163732936,11.966554597586544,0.29384654247123415,5.59707699945208,0.21609820626787246,0.764994378489533,261,raw,2022
2022-Q3,2022-07-01,1.8388723587501843,183.9%,0.018705781260015507,0.018378679517743732,-0.0021398121472931304,-0.04075832661510725,0.5921127533911077,11.278338159830623,0.2802591851994073,5.338270194274425,0.21093312583848234,0.5777769424041781,261,raw,2022
2022-Q4,2022-10-01,1.8306770179066343,183.1%,0.0186287705139912,0.018301668771719425,-0.0021319422414017505,-0.040608423645747634,0.5857381224435383,11.156916617972158,0.27784005529558364,5.292191529439688,0.20999305577151114,0.65910555004278,260,raw,2022
2023-Q1,2023-01-01,1.7957624912896495,179.6%,0.0182998762006471,0.01797277445837532,-0.002098315561167942,-0.039967915450817945,0.5592521033066126,10.65242101536405,0.2677151834853554,5.099336828292484,0.2059880848982217,0.7572243629185349,259,raw,2023
2023-Q2,2023-04-01,1.8564329805419562,185.6%,0.01887055216403826,0.018543450421766486,-0.0021566457744474354,-0.041078967132332105,0.6059786990556891,11.542451410584555,0.2854981938990973,5.438060836173282,0.2129474673062737,0.4072012478046858,260,raw,2023
2023-Q3,2023-07-01,1.9379247339594445,193.8%,0.019630759667668227,0.019303657925396456,-0.002234232887157926,-0.04255681689824622,0.6741712139433196,12.841356456063231,0.3108288107986712,5.9205487771175465,0.22229521251360967,0.25899031606507866,260,raw,2023
2023-Q4,2023-10-01,1.934241223894788,193.4%,0.019596556794015944,0.01926945505174417,-0.0022307447766470104,-0.0424903766980383,0.6709471339279837,12.77994540815207,0.3096467184229515,5.898032731865743,0.22187268493125828,0.774680859203205,259,raw,2023
2024-Q1,2024-01-01,1.9490790062423358,194.9%,0.019734238454001945,0.019407136711730166,-0.002244784506713903,-0.04275780012788387,0.6840190662281173,13.028934594821282,0.3144303678500259,5.989149863810018,0.22357469529439547,0.8989370522900229,260,raw,2024
2024-Q2,2024-04-01,1.894058784026182,189.4%,0.019222462121733334,0.01889536037946156,-0.0021925774901782255,-0.041763380765299535,0.6366606840574868,12.126870172523558,0.29698224468927664,5.656804660748127,0.21726344296567532,0.8909627970982644,260,raw,2024
2024-Q3,2024-07-01,1.8591789027923493,185.9%,0.018896286836533584,0.01856918509426181,-0.0021592743579977557,-0.041129035390433444,0.6081726531258927,11.584241011921767,0.28632429196798714,5.4537960374854695,0.21326244619038642,0.5428981014922893,260,raw,2024
2024-Q4,2024-10-01,1.8671212317403023,186.7%,0.01897067578335019,0.018643574041078415,-0.002166871719750569,-0.04127374704286798,0.6145581163267099,11.705868882413522,0.28872426680117674,5.499509843831938,0.21417349380250444,0.7692167033524885,261,raw,2024
