行業別大類,行業別中類,行業別小類,月份,售電量
A.農、林、漁、牧業,01 農、牧業,011 農作物栽培業,01,40966318
A.農、林、漁、牧業,01 農、牧業,012 畜牧業,01,54724763
A.農、林、漁、牧業,01 農、牧業,013 農事及畜牧服務業,01,46512195
A.農、林、漁、牧業,02 林業,021 林業,01,165173
A.農、林、漁、牧業,03 漁業,031 漁撈業,01,296862
A.農、林、漁、牧業,03 漁業,032 水產養殖業,01,70464935
B.礦業及土石採取業,05 石油及天然氣礦業,,01,2385868
B.礦業及土石採取業,06 砂、石採取及其他礦業,,01,22905749
C.製造業,08 食品及飲料製造業,081 肉類加工及保藏業,01,48882011
C.製造業,08 食品及飲料製造業,082 水產加工及保藏業,01,23023788
C.製造業,08 食品及飲料製造業,083 蔬果加工及保藏業,01,20332241
C.製造業,08 食品及飲料製造業,084 動植物油脂製造業,01,12487319
C.製造業,08 食品及飲料製造業,085 乳品製造業,01,24138110
C.製造業,08 食品及飲料製造業,086 碾穀、磨粉及澱粉製品製造業,01,17454445
C.製造業,08 食品及飲料製造業,087 動物飼品製造業,01,27771441
C.製造業,08 食品及飲料製造業,089 其他食品製造業,01,145425825
C.製造業,09 飲料製造業,091 酒精飲料製造業,01,8582592
C.製造業,09 飲料製造業,092 非酒精飲料製造業,01,13791876
C.製造業,10 菸草製造業,,01,3151667
C.製造業,11 紡織業,111 紡紗業,01,79126330
C.製造業,11 紡織業,112 織布業,01,119907324
C.製造業,11 紡織業,113 不織布業,01,19068404
C.製造業,11 紡織業,114 染整業,01,39790077
C.製造業,11 紡織業,115 紡織品製造業,01,17875252
C.製造業,12 成衣及服飾品製造業,121 成衣製造業,01,5692469
C.製造業,12 成衣及服飾品製造業,123 服飾品製造業,01,2782989
C.製造業,13 皮革、毛皮及其製品製造業,,01,6971354
C.製造業,14 木竹製品製造業,,01,9121210
C.製造業,15 紙漿、紙及紙製品製造業,151 紙漿、紙及紙板製造業,01,70431443
C.製造業,15 紙漿、紙及紙製品製造業,152 瓦楞紙板及紙容器製造業,01,27287569
C.製造業,15 紙漿、紙及紙製品製造業,153 其他紙製品製造業,01,28794098
C.製造業,16 印刷及資料儲存媒體複製業,,01,26934510
C.製造業,17 石油及煤製品製造業,,01,166515447
C.製造業,18 化學原材料、肥料、氮化合物、塑橡膠原料及人造纖維,181 化學原材料製造業,01,490580479
C.製造業,18 化學原材料、肥料、氮化合物、塑橡膠原料及人造纖維,183 肥料及氮化合物製造業,01,12876680
C.製造業,18 化學原材料、肥料、氮化合物、塑橡膠原料及人造纖維,184 塑膠及合成橡膠原料製造業,01,220970866
C.製造業,18 化學原材料、肥料、氮化合物、塑橡膠原料及人造纖維,185 人造纖維製造業,01,115745481
C.製造業,19 其他化學製品製造業,191 農藥及環境用藥製造業,01,3879140
C.製造業,19 其他化學製品製造業,192 塗料、染料及顏料製造業,01,14940373
C.製造業,19 其他化學製品製造業,193 清潔用品及化粧品製造業,01,10221525
C.製造業,19 其他化學製品製造業,199 未分類其他化學製品製造業,01,42493764
C.製造業,20 藥品及醫用化學製品製造業,,01,59421408
C.製造業,21 橡膠製品製造業,,01,57626419
C.製造業,22 塑膠製品製造業,,01,300561652
C.製造業,23 非金屬礦物製品製造業,231 玻璃及其製品製造業,01,220151154
C.製造業,23 非金屬礦物製品製造業,232 耐火、黏土建材及其他陶瓷製品製造業,01,30065905
C.製造業,23 非金屬礦物製品製造業,233 水泥及其製品製造業,01,154124333
C.製造業,23 非金屬礦物製品製造業,234 石材製品製造業,01,5741246
C.製造業,23 非金屬礦物製品製造業,239 其他非金屬礦物製品製造業,01,34920269
C.製造業,24 基本金屬製造業,241 鋼鐵製造業,01,819598035
C.製造業,24 基本金屬製造業,242 鋁製造業,01,58442503
C.製造業,24 基本金屬製造業,243 銅製造業,01,137360567
C.製造業,24 基本金屬製造業,249 其他基本金屬製造業,01,22649255
C.製造業,25 金屬製品製造業,251 金屬刀具、手工具及模具製造業,01,71417653
C.製造業,25 金屬製品製造業,252 金屬結構及建築組件製造業,01,21411139
C.製造業,25 金屬製品製造業,253 金屬容器製造業,01,9148841
C.製造業,25 金屬製品製造業,254 金屬加工處理業,01,190224749
C.製造業,25 金屬製品製造業,259 其他金屬製品製造業,01,129948158
C.製造業,26 電子零組件製造業,261 半導體製造業,01,3169523979
C.製造業,26 電子零組件製造業,262 被動電子元件製造業,01,150868651
C.製造業,26 電子零組件製造業,263 印刷電路板製造業,01,249012168
C.製造業,26 電子零組件製造業,264 光電材料及元件製造業,01,841265850
C.製造業,26 電子零組件製造業,269 其他電子零組件製造業,01,266106490
C.製造業,27 電腦、電子產品及光學製品製造業,271 電腦及其週邊設備製造業,01,44448231
C.製造業,27 電腦、電子產品及光學製品製造業,272 通訊傳播設備製造業,01,27178888
C.製造業,27 電腦、電子產品及光學製品製造業,273 視聽電子產品製造業,01,4144690
C.製造業,27 電腦、電子產品及光學製品製造業,274 資料儲存媒體製造業,01,11296245
C.製造業,27 電腦、電子產品及光學製品製造業,275 量測、導航、控制設備及鐘錶製造業,01,10326543
C.製造業,27 電腦、電子產品及光學製品製造業,276 輻射及電子醫學設備製造業,01,1083954
C.製造業,27 電腦、電子產品及光學製品製造業,277 光學儀器及設備製造業,01,77902449
C.製造業,28 電力設備及配備製造業,281 發電、輸電及配電機械製造業,01,14413535
C.製造業,28 電力設備及配備製造業,282 電池製造業,01,28450051
C.製造業,28 電力設備及配備製造業,283 電線及配線器材製造業,01,31016362
C.製造業,28 電力設備及配備製造業,284 照明設備及配備製造業,01,3941468
C.製造業,28 電力設備及配備製造業,285 家用電器製造業,01,10085731
C.製造業,28 電力設備及配備製造業,289 其他電力設備及配備製造業,01,15648649
C.製造業,29 機械設備製造業,291 金屬加工用機械設備製造業,01,30927843
C.製造業,29 機械設備製造業,292 其他專用機械設備製造業,01,31114796
C.製造業,29 機械設備製造業,293 通用機械設備製造業,01,68078721
C.製造業,30 汽車及其零件製造業,301 汽車製造業,01,8311877
C.製造業,30 汽車及其零件製造業,302 車體製造業,01,1222868
C.製造業,30 汽車及其零件製造業,303 汽車零件製造業,01,82933012
C.製造業,31 其他運輸工具及其零件製造業,311 船舶及浮動設施製造業,01,7834357
C.製造業,31 其他運輸工具及其零件製造業,312 機車及其零件製造業,01,14979534
C.製造業,31 其他運輸工具及其零件製造業,313 自行車及其零件製造業,01,22166868
C.製造業,31 其他運輸工具及其零件製造業,319 未分類其他運輸工具及其零件製造業,01,16710001
C.製造業,32 家具製造業,321 非金屬家具製造業,01,5504361
C.製造業,32 家具製造業,322 金屬家具製造業,01,4295002
C.製造業,33 其他製造業,331 育樂用品製造業,01,18548800
C.製造業,33 其他製造業,332 醫療器材及用品製造業,01,33728685
C.製造業,33 其他製造業,339 未分類其他製造業,01,11651007
C.製造業,34 產業用機械設備維修及安裝業,,01,10733081
D.電力及燃氣供應業,35 電力及燃氣供應業,351 電力供應業,01,6614990
D.電力及燃氣供應業,35 電力及燃氣供應業,352 氣體燃料供應業,01,42186298
D.電力及燃氣供應業,35 電力及燃氣供應業,353 蒸汽供應業,01,366813
E.用水供應及污染整治業,36 用水供應業,,01,107511435
E.用水供應及污染整治業,37 廢水及污水處理業,,01,27551816
E.用水供應及污染整治業,38 廢棄物清除、處理及資源回收處理業,381 廢棄物清除業,01,3603907
E.用水供應及污染整治業,38 廢棄物清除、處理及資源回收處理業,382 廢棄物處理業,01,10951142
E.用水供應及污染整治業,38 廢棄物清除、處理及資源回收處理業,383 資源回收處理業,01,16968272
E.用水供應及污染整治業,39 污染整治業,,01,569840
F.營建工程業,41 建築工程業,,01,55098171
F.營建工程業,42 土木工程業,421 道路工程業,01,6462964
F.營建工程業,42 土木工程業,422 公用事業設施工程業,01,5796881
F.營建工程業,42 土木工程業,429 其他土木工程業,01,1075082
F.營建工程業,43 專門營造業,431 整地、基礎及結構工程業,01,711995
F.營建工程業,43 專門營造業,432 庭園景觀工程業,01,97084
F.營建工程業,43 專門營造業,433 機電、管道及其他建築設備安裝業,01,1940740
F.營建工程業,43 專門營造業,434 建物完工裝修工程業,01,255562
F.營建工程業,43 專門營造業,439 其他專門營造業,01,474625
G.批發及零售業,45 批發業,451 商品批發經紀業,01,1317026
G.批發及零售業,45 批發業,452 綜合商品批發業,01,3016423
G.批發及零售業,45 批發業,453 農產原料及活動物批發業,01,4438024
G.批發及零售業,45 批發業,454 食品、飲料及菸草製品批發業,01,23535765
G.批發及零售業,45 批發業,455 布疋及服飾品批發業,01,2071145
G.批發及零售業,45 批發業,456 家用器具及用品批發業,01,3203614
G.批發及零售業,45 批發業,457 藥品、醫療用品及化粧品批發業,01,2773709
G.批發及零售業,45 批發業,458 文教育樂用品批發業,01,1141898
G.批發及零售業,45 批發業,461 建材批發業,01,8244590
G.批發及零售業,45 批發業,462 化學原材料及其製品批發業,01,4994516
G.批發及零售業,45 批發業,463 燃料及相關產品批發業,01,1289906
G.批發及零售業,45 批發業,464 機械器具批發業,01,9308938
G.批發及零售業,45 批發業,465 汽機車及其零配件、用品批發業,01,2823039
G.批發及零售業,45 批發業,469 其他專賣批發業,01,4096705
G.批發及零售業,47 零售業,471 綜合商品零售業,01,273606767
G.批發及零售業,47 零售業,472 食品、飲料及菸草製品零售業,01,20717350
G.批發及零售業,47 零售業,473 布疋及服飾品零售業,01,6430569
G.批發及零售業,47 零售業,474 家用器具及用品零售業,01,5191416
G.批發及零售業,47 零售業,475 藥品、醫療用品及化粧品零售業,01,5385167
G.批發及零售業,47 零售業,476 文教育樂用品零售業,01,1715766
G.批發及零售業,47 零售業,481 建材零售業,01,424105
G.批發及零售業,47 零售業,482 燃料及相關產品零售業,01,15392272
G.批發及零售業,47 零售業,483 資訊及通訊設備零售業,01,5589602
G.批發及零售業,47 零售業,484 汽機車及其零配件、用品零售業,01,8362495
G.批發及零售業,47 零售業,485 其他專賣零售業,01,3016540
G.批發及零售業,47 零售業,486 零售攤販,01,528644
G.批發及零售業,47 零售業,487 其他非店面零售業,01,1612042
H.運輸及倉儲業,49 陸上運輸業,491 鐵路運輸業,01,116356008
H.運輸及倉儲業,49 陸上運輸業,492 大眾捷運系統運輸業,01,74351160
H.運輸及倉儲業,49 陸上運輸業,493 汽車客運業,01,5111595
H.運輸及倉儲業,49 陸上運輸業,494 汽車貨運業,01,3885532
H.運輸及倉儲業,49 陸上運輸業,499 其他陸上運輸業,01,94379
H.運輸及倉儲業,50 水上運輸業,501 海洋水運業,01,1188884
H.運輸及倉儲業,50 水上運輸業,502 內河及湖泊水運業,01,0
H.運輸及倉儲業,51 航空運輸業,,01,3581917
H.運輸及倉儲業,52 運輸輔助業,521 報關業,01,78007
H.運輸及倉儲業,52 運輸輔助業,522 船務代理業,01,616667
H.運輸及倉儲業,52 運輸輔助業,523 貨運承攬業,01,1791794
H.運輸及倉儲業,52 運輸輔助業,524 陸上運輸輔助業,01,15366184
H.運輸及倉儲業,52 運輸輔助業,525 水上運輸輔助業,01,18472919
H.運輸及倉儲業,52 運輸輔助業,526 航空運輸輔助業,01,22875478
H.運輸及倉儲業,52 運輸輔助業,529 其他運輸輔助業,01,8994390
H.運輸及倉儲業,53 倉儲業,,01,62041262
H.運輸及倉儲業,54 郵政及快遞業,541 郵政業,01,2785765
H.運輸及倉儲業,54 郵政及快遞業,542 快遞業,01,3142318
I.住宿及餐飲業,55 住宿業,551 短期住宿業,01,148519848
I.住宿及餐飲業,55 住宿業,559 其他住宿業,01,404605
I.住宿及餐飲業,56 餐飲業,561 餐食業,01,73186642
I.住宿及餐飲業,56 餐飲業,562 外燴及團膳承包業,01,2622673
I.住宿及餐飲業,56 餐飲業,563 飲料業,01,4112115
J.出版、影音製作、傳播及資通訊服務業,58 出版業,581 新聞、雜誌、期刊、書籍及其他出版業,01,2695409
J.出版、影音製作、傳播及資通訊服務業,58 出版業,582 軟體出版業,01,264880
J.出版、影音製作、傳播及資通訊服務業,59 影片及電視節目業；聲音錄製及音樂發行業,591 影片及電視節目業,01,8770709
J.出版、影音製作、傳播及資通訊服務業,59 影片及電視節目業；聲音錄製及音樂發行業,592 聲音錄製及音樂發行業,01,91288
J.出版、影音製作、傳播及資通訊服務業,60 廣播、電視節目編排及傳播業,601 廣播業,01,2992091
J.出版、影音製作、傳播及資通訊服務業,60 廣播、電視節目編排及傳播業,602 電視節目編排及傳播業,01,5124463
J.出版、影音製作、傳播及資通訊服務業,61 電信業,,01,92297243
J.出版、影音製作、傳播及資通訊服務業,62 電腦程式設計、諮詢及相關服務業,,01,4236205
J.出版、影音製作、傳播及資通訊服務業,63 資訊服務業,631 入口網站經營、資料處理、主機及網站代管服務業,01,110638090
J.出版、影音製作、傳播及資通訊服務業,63 資訊服務業,639 其他資訊服務業,01,2739529
K.金融及保險業,64 金融服務業,641 貨幣中介業,01,30689092
K.金融及保險業,64 金融服務業,642 控股業,01,205285
K.金融及保險業,64 金融服務業,643 信託、基金及類似金融實體,01,105740
K.金融及保險業,64 金融服務業,649 其他金融服務業,01,1256419
K.金融及保險業,65 保險業,651 人身保險業,01,19675260
K.金融及保險業,65 保險業,652 財產保險業,01,1265639
K.金融及保險業,65 保險業,653 再保險業,01,0
K.金融及保險業,65 保險業,654 退休基金,01,0
K.金融及保險業,65 保險業,655 保險輔助業,01,206578
K.金融及保險業,66 證券期貨及金融輔助業,661 證券業,01,4238413
K.金融及保險業,66 證券期貨及金融輔助業,662 期貨業,01,101551
K.金融及保險業,66 證券期貨及金融輔助業,664 基金管理業,01,76880
K.金融及保險業,66 證券期貨及金融輔助業,669 其他金融輔助業,01,787893
L.不動產業,67 不動產開發業,,01,13403959
L.不動產業,68 不動產經營及相關服務業,681 不動產經營業,01,25963969
L.不動產業,68 不動產經營及相關服務業,689 其他不動產業,01,575725
M.專業、科學及技術服務業,69 法律及會計服務業,691 法律服務業,01,979029
M.專業、科學及技術服務業,69 法律及會計服務業,692 會計服務業,01,112073
M.專業、科學及技術服務業,70 企業總管理機構及管理顧問業,701 企業總管理機構,01,4380761
M.專業、科學及技術服務業,70 企業總管理機構及管理顧問業,702 管理顧問業,01,1515182
M.專業、科學及技術服務業,71 建築、工程服務及技術檢測、分析服務業,711 建築、工程服務及相關技術顧問業,01,1534148
M.專業、科學及技術服務業,71 建築、工程服務及技術檢測、分析服務業,712 技術檢測及分析服務業,01,5522111
M.專業、科學及技術服務業,72 研究發展服務業,721 自然及工程科學研究發展服務業,01,14971737
M.專業、科學及技術服務業,72 研究發展服務業,722 社會及人文科學研究發展服務業,01,40640
M.專業、科學及技術服務業,72 研究發展服務業,723 綜合研究發展服務業,01,15216132
M.專業、科學及技術服務業,73 廣告業及市場研究業,731 廣告業,01,527039
M.專業、科學及技術服務業,73 廣告業及市場研究業,732 市場研究及民意調查業,01,30960
M.專業、科學及技術服務業,74 專門設計業,,01,535883
M.專業、科學及技術服務業,75 獸醫業,,01,164719
M.專業、科學及技術服務業,76 其他專業、科學及技術服務業,,01,2655817
N.支援服務業,77 租賃業,771 機械設備租賃業,01,713506
N.支援服務業,77 租賃業,772 運輸工具租賃業,01,85699
N.支援服務業,77 租賃業,773 個人及家庭用品租賃業,01,421560
N.支援服務業,77 租賃業,774 智慧財產租賃業,01,25322
N.支援服務業,78 人力仲介及供應業,781 人力仲介業,01,620362
N.支援服務業,78 人力仲介及供應業,782 人力供應業,01,552251
N.支援服務業,79 旅行及相關服務業,,01,543175
N.支援服務業,80 保全及偵探業,,01,685827
N.支援服務業,81 建築物及綠化服務業,811 複合支援服務業,01,193885
N.支援服務業,81 建築物及綠化服務業,812 清潔服務業,01,13593411
N.支援服務業,81 建築物及綠化服務業,813 綠化服務業,01,68059
N.支援服務業,82 行政支援服務業,,01,4632614
O.公共行政及國防；強制性社會安全,83 公共行政及國防；強制性社會安全,,01,184915459
O.公共行政及國防；強制性社會安全,84 國際組織及外國機構,,01,574399
P.教育業,85 教育業,851 學前教育,01,2300717
P.教育業,85 教育業,852 小學教育,01,22075068
P.教育業,85 教育業,853 國民中學教育,01,20157047
P.教育業,85 教育業,854 高級中等教育,01,19779425
P.教育業,85 教育業,855 大專校院,01,115592118
P.教育業,85 教育業,856 特殊教育學校,01,120360
P.教育業,85 教育業,858 教育輔助業,01,88511
P.教育業,85 教育業,859 其他教育業,01,4097510
Q.醫療保健及社會工作服務業,86 醫療保健業,861 醫院,01,191571935
Q.醫療保健及社會工作服務業,86 醫療保健業,862 診所,01,6177131
Q.醫療保健及社會工作服務業,86 醫療保健業,869 其他醫療保健業,01,2265493
Q.醫療保健及社會工作服務業,87 居住型照顧服務業,,01,19350002
Q.醫療保健及社會工作服務業,88 其他社會工作服務業,,01,4111711
R.藝術、娛樂及休閒服務業,90 創作及藝術表演業,901 創作業,01,265372
R.藝術、娛樂及休閒服務業,90 創作及藝術表演業,902 藝術表演業,01,628128
R.藝術、娛樂及休閒服務業,90 創作及藝術表演業,903 創作及藝術表演輔助業,01,4265869
R.藝術、娛樂及休閒服務業,91 圖書館、檔案保存、博物館及類似機構,,01,12755471
R.藝術、娛樂及休閒服務業,92 博弈業,,01,256585
R.藝術、娛樂及休閒服務業,93 運動、娛樂及休閒服務業,931 運動服務業,01,29789960
R.藝術、娛樂及休閒服務業,93 運動、娛樂及休閒服務業,932 娛樂及休閒服務業,01,24185617
S.其他服務業,94 宗教、職業及類似組織,941 宗教組織,01,8885872
S.其他服務業,94 宗教、職業及類似組織,942 職業團體,01,588086
S.其他服務業,94 宗教、職業及類似組織,949 其他組織,01,19623299
S.其他服務業,95 個人及家庭用品維修業,951 汽車維修及美容業,01,5848893
S.其他服務業,95 個人及家庭用品維修業,952 電腦、通訊傳播設備及電子產品維修業,01,248406
S.其他服務業,95 個人及家庭用品維修業,959 其他個人及家庭用品維修業,01,82756
S.其他服務業,96 未分類其他服務業,961 洗衣業,01,4333344
S.其他服務業,96 未分類其他服務業,962 美髮及美容美體業,01,3945603
S.其他服務業,96 未分類其他服務業,963 殯葬及相關服務業,01,4560872
S.其他服務業,96 未分類其他服務業,964 家事服務業,01,75971
S.其他服務業,96 未分類其他服務業,969 其他個人服務業,01,2103104
T.家庭(住宅用),97 住宅與公共設施,,01,193555588
U.其他不能歸類,98 其他不能歸類,,01,125926200
A.農、林、漁、牧業,01 農、牧業,011 農作物栽培業,02,41525488
A.農、林、漁、牧業,01 農、牧業,012 畜牧業,02,55766773
A.農、林、漁、牧業,01 農、牧業,013 農事及畜牧服務業,02,49302440
A.農、林、漁、牧業,02 林業,021 林業,02,169652
A.農、林、漁、牧業,03 漁業,031 漁撈業,02,270267
A.農、林、漁、牧業,03 漁業,032 水產養殖業,02,70348583
B.礦業及土石採取業,05 石油及天然氣礦業,,02,2408825
B.礦業及土石採取業,06 砂、石採取及其他礦業,,02,19979703
C.製造業,08 食品及飲料製造業,081 肉類加工及保藏業,02,45747025
C.製造業,08 食品及飲料製造業,082 水產加工及保藏業,02,21001689
C.製造業,08 食品及飲料製造業,083 蔬果加工及保藏業,02,19604352
C.製造業,08 食品及飲料製造業,084 動植物油脂製造業,02,13001459
C.製造業,08 食品及飲料製造業,085 乳品製造業,02,23692309
C.製造業,08 食品及飲料製造業,086 碾穀、磨粉及澱粉製品製造業,02,16815026
C.製造業,08 食品及飲料製造業,087 動物飼品製造業,02,25825824
C.製造業,08 食品及飲料製造業,089 其他食品製造業,02,138455959
C.製造業,09 飲料製造業,091 酒精飲料製造業,02,8470495
C.製造業,09 飲料製造業,092 非酒精飲料製造業,02,14132548
C.製造業,10菸草製造業,,02,3356763
C.製造業,11 紡織業,111 紡紗業,02,74337745
C.製造業,11 紡織業,112 織布業,02,112751031
C.製造業,11 紡織業,113 不織布業,02,19014207
C.製造業,11 紡織業,114 染整業,02,42857837
C.製造業,11 紡織業,115 紡織品製造業,02,18014315
C.製造業,12 成衣及服飾品製造業,121 成衣製造業,02,5910607
C.製造業,12 成衣及服飾品製造業,123 服飾品製造業,02,2598858
C.製造業,13 皮革、毛皮及其製品製造業,,02,7215364
C.製造業,14 木竹製品製造業,,02,9159364
C.製造業,15 紙漿、紙及紙製品製造業,151 紙漿、紙及紙板製造業,02,75901669
C.製造業,15 紙漿、紙及紙製品製造業,152 瓦楞紙板及紙容器製造業,02,27186538
C.製造業,15 紙漿、紙及紙製品製造業,153 其他紙製品製造業,02,28151164
C.製造業,16 印刷及資料儲存媒體複製業,,02,26213064
C.製造業,17 石油及煤製品製造業,,02,151453557
C.製造業,18 化學原材料、肥料、氮化合物、塑橡膠原料及人造纖維,181 化學原材料製造業,02,432585794
C.製造業,18 化學原材料、肥料、氮化合物、塑橡膠原料及人造纖維,183 肥料及氮化合物製造業,02,12193991
C.製造業,18 化學原材料、肥料、氮化合物、塑橡膠原料及人造纖維,184 塑膠及合成橡膠原料製造業,02,215278220
C.製造業,18 化學原材料、肥料、氮化合物、塑橡膠原料及人造纖維,185 人造纖維製造業,02,105815429
C.製造業,19 其他化學製品製造業,191 農藥及環境用藥製造業,02,4014773
C.製造業,19 其他化學製品製造業,192 塗料、染料及顏料製造業,02,16048099
C.製造業,19 其他化學製品製造業,193 清潔用品及化粧品製造業,02,10214576
C.製造業,19 其他化學製品製造業,199 未分類其他化學製品製造業,02,43537918
C.製造業,20 藥品及醫用化學製品製造業,,02,59774546
C.製造業,21 橡膠製品製造業,,02,60223905
C.製造業,22 塑膠製品製造業,,02,307118296
C.製造業,23 非金屬礦物製品製造業,231 玻璃及其製品製造業,02,201445661
C.製造業,23 非金屬礦物製品製造業,232 耐火、黏土建材及其他陶瓷製品製造業,02,22511944
C.製造業,23 非金屬礦物製品製造業,233 水泥及其製品製造業,02,103851255
C.製造業,23 非金屬礦物製品製造業,234 石材製品製造業,02,5912444
C.製造業,23 非金屬礦物製品製造業,239 其他非金屬礦物製品製造業,02,30007783
C.製造業,24 基本金屬製造業,241 鋼鐵製造業,02,785365043
C.製造業,24 基本金屬製造業,242 鋁製造業,02,60763775
C.製造業,24 基本金屬製造業,243 銅製造業,02,134002490
C.製造業,24 基本金屬製造業,249 其他基本金屬製造業,02,24206343
C.製造業,25 金屬製品製造業,251 金屬刀具、手工具及模具製造業,02,71247071
C.製造業,25 金屬製品製造業,252 金屬結構及建築組件製造業,02,21917799
C.製造業,25 金屬製品製造業,253 金屬容器製造業,02,10281536
C.製造業,25 金屬製品製造業,254 金屬加工處理業,02,196927474
C.製造業,25 金屬製品製造業,259 其他金屬製品製造業,02,134437996
C.製造業,26 電子零組件製造業,261 半導體製造業,02,2993981318
C.製造業,26 電子零組件製造業,262 被動電子元件製造業,02,142298537
C.製造業,26 電子零組件製造業,263 印刷電路板製造業,02,239952524
C.製造業,26 電子零組件製造業,264 光電材料及元件製造業,02,774601561
C.製造業,26 電子零組件製造業,269 其他電子零組件製造業,02,249376743
C.製造業,27 電腦、電子產品及光學製品製造業,271 電腦及其週邊設備製造業,02,43217409
C.製造業,27 電腦、電子產品及光學製品製造業,272 通訊傳播設備製造業,02,26198172
C.製造業,27 電腦、電子產品及光學製品製造業,273 視聽電子產品製造業,02,4180560
C.製造業,27 電腦、電子產品及光學製品製造業,274 資料儲存媒體製造業,02,11314599
C.製造業,27 電腦、電子產品及光學製品製造業,275 量測、導航、控制設備及鐘錶製造業,02,10055790
C.製造業,27 電腦、電子產品及光學製品製造業,276 輻射及電子醫學設備製造業,02,1154944
C.製造業,27 電腦、電子產品及光學製品製造業,277 光學儀器及設備製造業,02,74235694
C.製造業,28 電力設備及配備製造業,281 發電、輸電及配電機械製造業,02,12508158
C.製造業,28 電力設備及配備製造業,282 電池製造業,02,24778512
C.製造業,28 電力設備及配備製造業,283 電線及配線器材製造業,02,32991928
C.製造業,28 電力設備及配備製造業,284 照明設備及配備製造業,02,3657710
C.製造業,28 電力設備及配備製造業,285 家用電器製造業,02,10362026
C.製造業,28 電力設備及配備製造業,289 其他電力設備及配備製造業,02,14603953
C.製造業,29 機械設備製造業,291 金屬加工用機械設備製造業,02,30849223
C.製造業,29 機械設備製造業,292 其他專用機械設備製造業,02,30793575
C.製造業,29 機械設備製造業,293 通用機械設備製造業,02,69651280
C.製造業,30 汽車及其零件製造業,301 汽車製造業,02,8316439
C.製造業,30 汽車及其零件製造業,302 車體製造業,02,1161940
C.製造業,30 汽車及其零件製造業,303 汽車零件製造業,02,87563135
C.製造業,31 其他運輸工具及其零件製造業,311 船舶及浮動設施製造業,02,7730690
C.製造業,31 其他運輸工具及其零件製造業,312 機車及其零件製造業,02,15993506
C.製造業,31 其他運輸工具及其零件製造業,313 自行車及其零件製造業,02,23424020
C.製造業,31 其他運輸工具及其零件製造業,319 未分類其他運輸工具及其零件製造業,02,17606987
C.製造業,32 家具製造業,321 非金屬家具製造業,02,5369718
C.製造業,32 家具製造業,322 金屬家具製造業,02,4201061
C.製造業,33 其他製造業,331 育樂用品製造業,02,19317197
C.製造業,33 其他製造業,332 醫療器材及用品製造業,02,33904477
C.製造業,33 其他製造業,339 未分類其他製造業,02,11904496
C.製造業,34 產業用機械設備維修及安裝業,,02,10456308
D.電力及燃氣供應業,35 電力及燃氣供應業,351 電力供應業,02,14171500
D.電力及燃氣供應業,35 電力及燃氣供應業,352 氣體燃料供應業,02,38979039
D.電力及燃氣供應業,35 電力及燃氣供應業,353 蒸汽供應業,02,382009
E.用水供應及污染整治業,36 用水供應業,,02,99984501
E.用水供應及污染整治業,37 廢水及污水處理業,,02,25658433
E.用水供應及污染整治業,38 廢棄物清除、處理及資源回收處理業,381 廢棄物清除業,02,3681654
E.用水供應及污染整治業,38 廢棄物清除、處理及資源回收處理業,382 廢棄物處理業,02,10256933
E.用水供應及污染整治業,38 廢棄物清除、處理及資源回收處理業,383 資源回收處理業,02,16501756
E.用水供應及污染整治業,39 污染整治業,,02,606326
F.營建工程業,41 建築工程業,,02,45600075
F.營建工程業,42 土木工程業,421 道路工程業,02,5870379
F.營建工程業,42 土木工程業,422 公用事業設施工程業,02,5733998
F.營建工程業,42 土木工程業,429 其他土木工程業,02,849171
F.營建工程業,43 專門營造業,431 整地、基礎及結構工程業,02,728927
F.營建工程業,43 專門營造業,432 庭園景觀工程業,02,95958
F.營建工程業,43 專門營造業,433 機電、管道及其他建築設備安裝業,02,1877533
F.營建工程業,43 專門營造業,434 建物完工裝修工程業,02,226255
F.營建工程業,43 專門營造業,439 其他專門營造業,02,413060
G.批發及零售業,45 批發業,451 商品批發經紀業,02,1262066
G.批發及零售業,45 批發業,452 綜合商品批發業,02,2955992
G.批發及零售業,45 批發業,453 農產原料及活動物批發業,02,4256384
G.批發及零售業,45 批發業,454 食品、飲料及菸草製品批發業,02,22661680
G.批發及零售業,45 批發業,455 布疋及服飾品批發業,02,1977581
G.批發及零售業,45 批發業,456 家用器具及用品批發業,02,2921641
G.批發及零售業,45 批發業,457 藥品、醫療用品及化粧品批發業,02,2646076
G.批發及零售業,45 批發業,458 文教育樂用品批發業,02,1179234
G.批發及零售業,45 批發業,461 建材批發業,02,7700837
G.批發及零售業,45 批發業,462 化學原材料及其製品批發業,02,4737724
G.批發及零售業,45 批發業,463 燃料及相關產品批發業,02,1278075
G.批發及零售業,45 批發業,464 機械器具批發業,02,8609582
G.批發及零售業,45 批發業,465 汽機車及其零配件、用品批發業,02,2795683
G.批發及零售業,45 批發業,469 其他專賣批發業,02,3809135
G.批發及零售業,47 零售業,471 綜合商品零售業,02,252823963
G.批發及零售業,47 零售業,472 食品、飲料及菸草製品零售業,02,20288962
G.批發及零售業,47 零售業,473 布疋及服飾品零售業,02,6237456
G.批發及零售業,47 零售業,474 家用器具及用品零售業,02,5025641
G.批發及零售業,47 零售業,475 藥品、醫療用品及化粧品零售業,02,5362636
G.批發及零售業,47 零售業,476 文教育樂用品零售業,02,1639868
G.批發及零售業,47 零售業,481 建材零售業,02,366170
